Device label,Model,Serial number,Sku number,Manufacturer,NMC Firmware version,IP Address,Location,UPS Score,Score rating,UPS from YYYY-MM,Battery from YYYY-MM,Battery Temperature (avg 24h deg C),External Battery Sku number,Internal Battery Sku number,Output Load (avg 24h in %),Load (min 30 days in %),Load (average 30 days in %),Load (max 30 days in %),Recommendation,Projected health,Projected health at optimal temperature
RBD-Redding-MDF-UPS1,Smart-UPS SRT    1500,AS2016190972,SRT1500RMXLA-NC,APC,v6.8.2,10.54.42.50,RBG Redding,51.59,Average,2020-04,2020-04,21.0,APCRBC155,APCRBC155,31.25320448906715,30.5,31.478902128235056,34.9,,2025-01-10,2025-01-10
RBD-San-Bernardino-UPS1,Smart-UPS SRT    1500,AS2111290792,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.60.23,RBG San Bernardino,27.43,Poor,2021-03,2021-03,25.22887323943662,APCRBC155,APCRBC155,41.946198111237436,40.2,41.87183234172535,46.0,Lower the battery temperature to 25 degrees C,2026-04-10,2026-05-14
RBD-San-Bernardino-UPS2,Smart-UPS SRT    1500,AS2111290794,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.60.24,RBG San Bernardino,,,,,26.164893617021278,APCRBC155,APCRBC155,,,,,,2025-03-25,2025-05-22
RBG-Huntington-Beach-UPS1,Smart-UPS SRT    1500,AS2016190969,SRT1500RMXLA-NC,APC,v6.8.2,10.28.92.23,RBG Huntington Beach,22.69,Poor,2020-04,2020-04,23.735915492957748,APCRBC155,APCRBC155,17.086436885549997,16.4,16.920506005336026,17.7,,,
RBG-Huntington-Beach-UPS2,Smart-UPS SRT    1500,AS2040195005,SRT1500RMXLA-NC,APC,v6.8.2,10.28.92.24,RBG Huntington Beach,40.57,Average,2020-10,2020-10,23.81338028169014,APCRBC155,APCRBC155,16.122447606787055,15.5,16.024336019548382,16.7,,2024-07-29,2024-07-29
RBGSummervilleAPC1,Smart-UPS 1500,AS1426114643,SMT1500,APC,v7.1.2,10.20.100.228,RBG Summerville,16.15,Poor,2014-06,2014-06,29.56982456140346,,RBC7,30.565110759493606,30.0,30.58637675009453,32.6,"Replace battery, Lower the battery temperature to 25 degrees C",,
RCCB-BAKERSFIELD-MDF,Smart-UPS 3000,AS2052162833,SMT3000RM2UNC,APC,v6.4.0,10.47.18.221,RCCB Bakersfield,62.57,Average,2020-12,2020-12,18.252447552447606,,RBC43,9.54198548506773,9.1,9.54628136753695,10.4,,,
RCCB-BAKERSFIELD-UPS-SD1,Smart-UPS SRT    1500,AS2122194850,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.16.23,RCCB Bakersfield,65.05,Average,2021-06,2021-06,21.25263157894737,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2026-12-16,2026-12-16
RCCB-BAKERSFIELD-UPS-SD2,Smart-UPS SRT    1500,AS2122194748,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.16.24,RCCB Bakersfield,56.59,Average,2021-06,2021-06,22.768421052631577,APCRBC155,APCRBC155,57.62705623188406,56.0,57.56845443897288,59.1,,2025-11-18,2025-11-18
RCCB-BAKERSFIELD-UPS-SW3-Guard,Smart-UPS 1000,3S1846X17590,SMT1000RM2UC,APC,v6.6.4,10.47.18.103,RCCB Bakersfield,11.55,Poor,2018-11,2019-02,32.284210526315775,,APCRBC132,13.738164744072803,13.6,13.703207521212276,14.1,"Replace battery, Lower the battery temperature to 25 degrees C",,
RCCB-BENICIA-UPS-NVR,SMART-UPS X1500,AS2237353137,SMX1500RM2UCNC,APC,v2.0.0.6,10.47.43.254,,74.11,Good,2022-09,2022-12,25.01373239436622,SMX48RMBP2U,APCRBC115,8.902250304330188,7.6,8.76523783911422,10.0,Lower the battery temperature to 25 degrees C,,
RCCB-BISHOP-UPS,Smart-UPS 3000,AS2115266039,SMT3000RM2UNC,APC,v1.3.3.1,10.47.59.254,RCCB Bishop,68.83,Good,2021-04,2024-02,22.212367491166116,,RBC43,7.9830043236852175,7.1,7.8990405850159515,8.0,,2029-09-13,2029-09-13
RCCB-BISHOP-UPS,Smart-UPS X 3000,AS1811153307,SMX3000RMLV2UNC,APC,v6.5.0,10.47.50.221,RCCB Bishop,,,,,20.90805687203794,APCRBC118,APCRBC117,,,,,,,
RCCB-CityOfIndustry-UPS,Smart-UPS X 3000,AS1824254616,SMX3000RMLV2UNC,APC,v6.5.0,10.47.83.228,RCCB City of Industry,33.08,Average,2018-06,2020-12,20.72456140350878,APCRBC118,APCRBC117,40.78562633336421,39.9,40.80105051499705,42.0,,2026-09-02,2026-09-02
RCCB-DOWNEY-UPS-SD1,Smart-UPS SRT    1500,AS2122393541,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.112.33,RCCB Downey,66.65,Good,2021-06,2021-06,20.491166077738516,APCRBC155,APCRBC155,0.0,0.0,0.6933628181793591,55.9,,2025-12-05,2025-12-05
RCCB-DOWNEY-UPS-SD2,Smart-UPS SRT    1500,AS2122393538,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.112.34,RCCB Downey,58.73,Average,2021-06,2021-06,21.849122807017544,APCRBC155,APCRBC155,55.418697351887154,0.0,54.491704266520784,57.2,,2025-03-17,2025-03-17
RCCB-DOWNEY-UPS-s1p25,Smart-UPS X 3000,AS1804162955,SMX3000LVNC,APC,v6.5.0,10.47.115.228,RCCB Downey,,,,,20.808127208480567,APCRBC143,APCRBC143,,0.0,7.940807137734338,13.8,,2026-11-19,2026-12-09
RCCB-Eureka-UPS1,Smart-UPS X 1500,AQ1625130524,SMX1500RM2UNC,APC,v6.5.0,10.47.146.228,RCCB Eureka,13.89,Poor,2016-06,2019-02,31.114335664335698,SMX48RMBP2U,APCRBC115,15.106970684039082,14.8,15.102478066674047,15.5,"Replace battery, Lower the battery temperature to 25 degrees C",,
RCCB-Fontana-UPS-MDF1,Smart-UPS 3000,AS2235253800,SMT3000RM2UNC,APC,v2.0.0.6,10.58.140.58,RCCB Victorville,73.94,Good,2022-09,2022-09,20.437192982456146,,RBC43,23.84174775297187,23.4,23.859075142255914,25.3,,,
RCCB-Fontana-UPS-MDF2,Smart-UPS 3000,AS2235253795,SMT3000RM2UNC,APC,v2.0.0.6,10.58.140.147,RCCB Victorville,80.64,Good,2022-09,2022-09,18.115789473684227,,RBC43,0.0,0.0,0.0,0.0,,,
RCCB-Fresno-UPS-MDF-Rack1-Bot,Smart-UPS 2200,AS2123162531,SMT2200RM2UNC,APC,v1.3.3.1,10.47.170.58,RCCB Fresno,69.51,Good,2021-06,2021-06,16.696153846153848,,RBC43,9.721884128529716,9.7,9.746262016108123,10.4,,,
RCCB-Fresno-UPS-MDF-Rack1-Top,Smart-UPS 2200,AS2122337950,SMT2200RM2UNC,APC,v1.3.3.1,10.47.171.18,RCCB Fresno,69.94,Good,2021-06,2021-06,16.068421052631564,,RBC43,17.504860265906274,17.5,17.508170038645147,18.2,,,
RCCB-Fresno-UPS-SW2,Smart-UPS X 1500,AS1328226395,SMX1500RM2UNC,APC,v6.0.6,10.47.163.50,RCCB Fresno,,,,,20.283408071748866,SMX48RMBP2U,APCRBC115,,,,,,2025-09-27,2025-09-27
RCCB-IRVINE-UPS,Smart-UPS X 3000,AS2105250143,SMX3000RMLV2UNC,APC,v1.3.3.1,10.47.66.154,,49.9,Average,2021-02,2021-02,25.734385964912263,APCRBC118,APCRBC117,33.956891634980984,33.2,33.89509766624252,34.9,Lower the battery temperature to 25 degrees C,,
RCCB-IRVING-UPS,Smart-UPS X 3000,AS2203251650,SMX3000RMLV2UNC,APC,v1.3.3.1,10.47.66.89,RCCB Irvine,51.88,Average,2022-01,2022-01,27.552631578947466,APCRBC118,APCRBC117,0.0,0.0,0.0,0.0,Lower the battery temperature to 25 degrees C,,
RCCB-LAS-VEGAS-UPS2,Smart-UPS X 3000,AS1815360436,SMX3000RMLV2UNC,APC,v6.5.0,10.47.227.229,RCCB Las Vegas,,,,,24.006532663316616,APCRBC118,APCRBC117,,36.9,38.59405108062161,40.1,,2025-12-06,2025-12-07
RCCB-LOS-ANGELES-UPS-MDF-Rack2,Smart-UPS X 3000,AS1609263889,SMX3000RMLV2UNC,APC,v6.2.1,10.47.210.220,RCCB Los Angeles,,,,,20.5,APCRBC118,APCRBC117,,0.0,19.36690977304368,24.0,,,
RCCB-LOS-ANGELES-UPS-Rack7,Smart-UPS 3000,AS2230254516,SMT3000RM2UNC,APC,v2.0.0.6,10.47.210.214,RCCB Los Angeles,73.22,Good,2022-07,2022-07,19.900699300699245,,RBC43,28.23239541168422,26.7,28.002178832695076,30.6,,2027-05-16,2027-05-16
RCCB-LOS-ANGELES-UPS-SD1,Smart-UPS SRT    1500,AS2122393553,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.208.7,RCCB Los Angeles,64.64,Average,2021-06,2021-06,21.841549295774648,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2027-02-08,2027-02-08
RCCB-LOS-ANGELES-UPS-SD2,Smart-UPS SRT    1500,AS2122393556,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.208.8,RCCB Los Angeles,47.26,Average,2021-06,2021-06,25.0,APCRBC155,APCRBC155,66.60147647414716,64.8,66.46990371290407,69.3,,2025-12-13,2025-12-13
RCCB-LOS-ANGELES-UPS-SW5-Rack6,SMART-UPS X1500,AS2237353131,SMX1500RM2UCNC,APC,v2.0.0.6,10.47.219.254,RCCB Los Angeles,80.85,Good,2022-09,2022-12,22.68706293706283,SMX48RMBP2U,APCRBC115,18.59927784421409,17.9,18.598747287305184,19.0,,,
RCCB-Las-Vegas-UPS1,Smart-UPS SRT    1500,AS2051292102,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.224.7,RCCB Las Vegas,51.01,Average,2020-12,2020-12,22.16549295774648,APCRBC155,APCRBC155,38.226587075549546,31.0,36.49153413677585,40.4,,2025-01-07,2025-01-07
RCCB-ORANGE-UPS-MDF,Smart-UPS 2200,AS2123162533,SMT2200RM2UNC,APC,v1.3.3.1,10.48.51.228,RCCB Orange,69.18,Good,2021-06,2023-06,21.534965034965033,,RBC43,24.864685424129693,24.0,24.798302823126818,29.2,,2029-03-04,2029-03-04
RCCB-ORANGE-UPS-SD1,Smart-UPS SRT    1500,AS2234293817,SRT1500RMXLA-NC,APC,v2.0.0.6,10.48.48.23,RCCB Orange,64.51,Average,2022-08,2022-08,24.63157894736842,APCRBC155,APCRBC155,32.04031207252324,30.2,32.13082357941922,35.4,,2027-05-07,2027-05-07
RCCB-ORANGE-UPS-SD2,Smart-UPS SRT    1500,AS2234293822,SRT1500RMXLA-NC,APC,v2.0.0.6,10.48.48.24,RCCB Orange,70.71,Good,2022-08,2022-08,23.435087719298245,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,,
RCCB-ParkCity-UPS-Cooler,Smart-UPS 1500,AS2303165896,SMT1500RM2UCNC,APC,v2.0.0.6,10.20.148.170,GLCCD Park City,,,,,25.183870967741928,,APCRBC133,,,,,,2028-07-09,2028-09-23
RCCB-ParkCity-UPS-Driver,Smart-UPS 750,AS2304230191,SMT750RM2UCNC,APC,v3.1.1.1,10.20.148.75,GLCCD Park City,,,,,28.42199999999999,,APCRBC123,,36.0,53.938040387560704,55.8,,2027-01-30,2028-02-10
RCCB-ParkCity-UPS-MDF,Smart-UPS 3000,AS2223251267,SMT3000RM2UNC,APC,v2.0.0.6,10.20.148.139,GLCCD Park City,,,,,18.897452229299414,,RBC43,,10.4,10.401353460268338,11.0,,2027-09-06,2027-09-06
RCCB-RANCHO-UPS1,Smart-UPS X 3000,AS1425145718,SMX3000RMLV2UNC,APC,v6.5.6,10.48.115.228,RCCB Rancho,6.35,Poor,2014-06,2015-11,29.20557491289206,APCRBC118,APCRBC117,9.424683786447138,9.3,9.51778019461165,10.9,"Replace battery, Lower the battery temperature to 25 degrees C",,
RCCB-RANCHO-UPS2,Smart-UPS X 3000,AS1425145722,SMX3000RMLV2UNC,APC,v6.5.6,10.48.115.229,RCCB Rancho,17.63,Poor,2014-06,2015-11,26.782105263157888,APCRBC118,APCRBC117,14.136817264651981,13.7,14.026864538739675,16.8,"Replace battery, Lower the battery temperature to 25 degrees C",,
RCCB-Rancho-UPS1,Smart-UPS SRT    1500,AS2040195002,SRT1500RMXLA-NC,APC,v6.8.2,10.48.112.23,RCCB Rancho,44.85,Average,2020-10,2020-10,25.063157894736843,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,Lower the battery temperature to 25 degrees C,,
RCCB-Rancho-UPS2,Smart-UPS SRT    1500,AS2040195007,SRT1500RMXLA-NC,APC,v6.8.2,10.48.112.24,RCCB Rancho,43.32,Average,2020-10,2020-10,25.387323943661972,APCRBC155,APCRBC155,31.967980569692905,31.2,31.985201254573976,33.0,Lower the battery temperature to 25 degrees C,,
RCCB-Redding-UPS-MDF,Smart-UPS 2200,AS2337361882,SMT2200RM2UNC,APC,v2.0.0.6,10.48.107.254,RCCB Redding,72.56,Good,2023-09,2023-09,24.09335664335667,,RBC43,16.20000000000004,16.2,16.20664475179003,18.9,,2028-11-08,2028-12-20
RCCB-Redding-UPS1,Smart-UPS 2200,C11918180289,,APC,v5.1.7,10.48.98.228,RCCB Redding,,,,,16.328235294117626,,,,,,,,2025-01-27,2025-01-27
RCCB-SALINAS-UPS-SD1,Smart-UPS SRT    1500,AS2234293816,SRT1500RMXLA-NC,APC,v2.0.0.6,10.48.192.23,RCCB Salinas,73.49,Good,2022-08,2022-08,22.374125874125873,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2027-04-15,2027-04-15
RCCB-SALINAS-UPS-SD2,Smart-UPS SRT    1500,AS2234293819,SRT1500RMXLA-NC,APC,v2.0.0.6,10.48.192.24,RCCB Salinas,70.36,Good,2022-08,2022-08,23.185964912280703,APCRBC155,APCRBC155,24.948578053446173,24.2,24.932836135809712,26.1,,2026-12-08,2026-12-08
RCCB-STOCKTON-UPS1,Smart-UPS 750,AS1905243281,SMT750RM2UNC,APC,v6.5.6,10.51.48.75,RCCB Stockton,44.99,Average,2019-01,2019-01,20.889084507042305,,RBC123,35.74859352534664,35.7,35.76864385064418,37.0,Replace battery,,
RCCB-STOCKTON-UPS2,Smart-UPS 750,AS1905243282,SMT750RM2UNC,APC,v6.5.6,10.51.48.65,RCCB Stockton,38.26,Average,2019-01,2019-01,26.09895104895113,,RBC123,38.06660831256157,37.0,37.998346798581515,39.0,"Replace battery, Lower the battery temperature to 25 degrees C",,
RCCB-STOCKTON-UPS3,Smart-UPS 1500,AS1922330008,SMT1500RM2UNC,APC,v6.6.4,10.51.48.99,RCCB Stockton,46.4,Average,2019-05,2019-05,19.32105263157905,,APCRBC133,0.0,0.0,0.0,0.0,Replace battery,2024-08-12,2024-08-12
RCCB-SYLMAR-UPS-MDF,Smart-UPS 3000,AS2120261951,,APC,v5.1.7,10.49.2.221,RCCB Sylmar,53.84,Average,2021-05,2021-05,22.038732394366196,,,14.227280631586245,13.0,14.01954064606436,14.9,,2026-12-15,2026-12-15
RCCB-Sacramental-UPS-MDF-NVR,Smart-UPS 3000,AS2115265963,SMT3000RM2UNC,APC,v1.3.3.1,10.47.178.216,,47.07,Average,2021-04,2021-04,19.847887323943773,,RBC43,11.237688401428372,10.4,11.226704582726558,11.7,,,
RCCB-Sacramento-SW8-9-WH,Smart-UPS X 1500,AS1815234277,SMX1500RM2UNC,APC,v6.5.0,10.47.178.228,RCCB Sacramento,34.77,Average,2018-04,2018-04,25.62762237762236,SMX48RMBP2U,APCRBC115,0.1271999907234546,0.0,0.09284628092785978,3.2,"Replace battery, Lower the battery temperature to 25 degrees C",,
RCCB-Sacramento-UPS-SD1,Smart-UPS SRT    1500,AS2122194749,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.176.7,RCCB Sacramento,59.04,Average,2021-06,2021-06,23.045454545454547,APCRBC155,APCRBC155,31.830355445292003,30.7,31.790171577445193,32.9,,2026-12-16,2026-12-16
RCCB-Sacramento-UPS2,Smart-UPS 2200,AS1820264202,SMT2200RM2UNC,APC,v6.5.0,10.47.178.229,RCCB Sacramento,,,,,30.0,,RBC43,,,,,,,
RCCB-Sacremento-UPS-SD2,Smart-UPS SRT    1500,AS2122194857,SRT1500RMXLA-NC,APC,v1.3.3.1,10.47.176.8,RCCB Sacramento,56.88,Average,2021-06,2021-06,22.420494699646643,APCRBC155,APCRBC155,19.20755889445371,18.4,19.121132941972373,20.0,,2025-10-03,2025-10-03
RCCB-Salinas-UPS-MDF,Smart-UPS 3000,AS2230254522,SMT3000RM2UNC,APC,v2.0.0.6,10.48.195.68,RCCB Salinas,66.78,Good,2022-07,2022-07,22.12456140350881,,RBC43,13.459558090468601,6.0,7.350905809072382,15.0,,2027-11-03,2027-11-03
RCCB-SanJose-UPS-SD1,Smart-UPS SRT    1500,AS2235191880,SRT1500RMXLA-NC,APC,v2.0.0.6,10.48.144.23,RCCB San Jose,74.09,Good,2022-08,2022-08,22.045774647887324,APCRBC155,APCRBC155,45.594393628490955,44.2,45.59936106261302,47.4,,2027-05-07,2027-05-07
RCCB-SanJose-UPS-SD2,Smart-UPS SRT    1500,AS2235191890,SRT1500RMXLA-NC,APC,v2.0.0.6,10.48.144.24,RCCB San Jose,76.56,Good,2022-08,2022-08,21.48951048951049,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2027-04-16,2027-04-16
RCCB-SanLeandroWicks-UPS-SD1,Smart-UPS SRT    1500,AS2122393543,SRT1500RMXLA-NC,APC,v1.3.3.1,10.48.160.4,RCCB San Leandro,42.14,Average,2021-06,2021-06,28.50526315789474,APCRBC155,APCRBC155,20.22688936298495,19.4,20.08396425870471,21.1,Lower the battery temperature to 25 degrees C,2026-08-25,2027-01-21
RCCB-SanLeandroWicks-UPS-SD2,Smart-UPS SRT    1500,AS2122393545,SRT1500RMXLA-NC,APC,v1.3.3.1,10.48.160.5,RCCB San Leandro,42.13,Average,2021-06,2021-06,28.519434628975265,APCRBC155,APCRBC155,21.25121278174566,15.0,21.125387028848067,29.1,Lower the battery temperature to 25 degrees C,2026-08-15,2027-01-22
RCCB-SantaMaria-UPS,Smart-UPS 2200,AS1920161457,SMT2200RM2UNC,APC,v6.6.4,10.48.211.182,RCCB Santa Maria,23.6,Poor,2019-05,2019-05,19.9898601398602,,RBC43,15.25695964749537,14.9,15.211723237043051,16.9,Replace battery,,
RCCB-Sylmar-UPS-SW2-IDF-WH,Smart-UPS 1000,3S2204X19300,SMT1000RM2UC,APC,v2.0.0.6,10.49.3.16,RCCB Sylmar,59.56,Average,2022-01,2022-04,26.35964912280704,,APCRBC132,35.89832936115802,35.6,35.890775291707854,36.4,Lower the battery temperature to 25 degrees C,,
RCCB-Tullahoma-DC-UPS-SD1,Smart-UPS SRT    1500,AS2128290918,SRT1500RMXLA-NC,APC,v1.3.3.1,10.53.16.23,GLCCD Tullahoma-DC,43.45,Average,2021-07,2021-07,28.54385964912281,APCRBC155,APCRBC155,20.207513731148758,18.9,19.9169234604257,21.3,Lower the battery temperature to 25 degrees C,2026-07-04,2027-02-19
RCCB-Tullahoma-DC-UPS-SD2,Smart-UPS SRT    1500,AS2128290910,SRT1500RMXLA-NC,APC,v1.3.3.1,10.53.16.24,GLCCD Tullahoma-DC,53.91,Average,2021-07,2023-02,27.603508771929825,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,Lower the battery temperature to 25 degrees C,2028-01-03,2028-09-15
RCCB-VENTURA-UPS-MDF,Smart-UPS 3000,AS2115265766,SMT3000RM2UNC,APC,v1.3.3.1,10.49.96.118,RCCB Ventura,46.72,Average,2021-04,2021-04,24.237412587412702,,RBC43,6.934377390860826,6.0,6.99543500799716,7.1,,2026-11-06,2026-11-06
RCCB-VENTURA-UPS-SD1,Smart-UPS SRT    1500,AS2234293830,SRT1500RMXLA-NC,APC,v2.0.0.6,10.49.96.23,RCCB Ventura,56.13,Average,2022-08,2022-08,26.72280701754386,APCRBC155,APCRBC155,41.01367741337136,39.9,40.971207813065305,42.6,Lower the battery temperature to 25 degrees C,2026-12-16,2027-03-14
RCCB-VENTURA-UPS-SD2,Smart-UPS SRT    1500,AS2234293818,SRT1500RMXLA-NC,APC,v2.0.0.6,10.49.96.24,RCCB Ventura,64.56,Average,2022-08,2022-08,24.718309859154928,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2027-03-23,2027-03-23
RCCB-WestDundee-UPS-IDF2,Smart-UPS 750,AS2322133673,SMT750RM2UCNC,APC,v2.0.0.6,10.58.156.245,RCCB West Dundee,74.99,Good,2023-06,2023-10,28.902456140350886,,APCRBC123,56.944522660852634,56.6,56.91916710319536,57.2,Lower the battery temperature to 25 degrees C,,
RCCB-WestDundee-UPS-IDF3,Smart-UPS 750,AS2322133686,SMT750RM2UCNC,APC,v2.0.0.6,10.58.156.62,RCCB West Dundee,67.71,Good,2023-06,2023-10,31.155944055944,,APCRBC123,49.119606524687825,49.0,49.110485792015474,49.4,Lower the battery temperature to 25 degrees C,,
RCCB-WestDundee-UPS-IDF4,Smart-UPS 750,AS2322133706,SMT750RM2UCNC,APC,v2.0.0.6,10.58.156.157,RCCB West Dundee,65.85,Average,2023-06,2023-10,32.150699300699294,,APCRBC123,65.90092520666425,65.2,65.88416324183756,66.4,Lower the battery temperature to 25 degrees C,,
RCCB-WestDundee-UPS-IDF5,Smart-UPS 750,AS2322133674,SMT750RM2UCNC,APC,v2.0.0.6,10.58.156.240,RCCB West Dundee,84.53,Good,2023-06,2023-10,25.73943661971834,,APCRBC123,76.8374413512668,76.3,76.82849543676674,77.7,Lower the battery temperature to 25 degrees C,,
RCCB-WestDundee-UPS-IDF6,Smart-UPS 750,AS2322133677,SMT750RM2UCNC,APC,v2.0.0.6,10.58.156.243,RCCB West Dundee,63.3,Average,2023-06,2023-09,32.98631578947371,,APCRBC123,61.867979821407836,60.3,61.780143206198524,64.4,Lower the battery temperature to 25 degrees C,,
RCCB-WestDundee-UPS-MDF-Rack1,Smart-UPS 3000,AS2235154166,SMT3000RM2UNC,APC,v2.0.0.6,10.58.156.150,RCCB West Dundee,67.02,Good,2022-09,2022-09,22.627368421052726,,RBC43,27.107560599561815,26.0,27.08320602257817,29.2,,,
RCCB-WestDundee-UPS-MDF-Rack2,Smart-UPS 3000,AS2235154162,SMT3000RM2UNC,APC,v2.0.0.6,10.58.156.145,RCCB West Dundee,66.66,Good,2022-09,2022-09,22.748251748251874,,RBC43,14.189987247855308,13.7,14.152803277296076,15.0,,,
RCCB-Wrightstown-UPS-MDF-Rack,Smart-UPS 3000,AS2237258274,SMT3000RM2UNC,APC,v2.0.0.6,10.28.230.86,GLCCD Wrightstown,70.12,Good,2022-09,2022-09,21.64615384615393,,RBC43,4.1512062789106965,0.0,4.023990957570137,5.0,,2028-05-20,2028-05-20
RCCB-Wrightstown-UPS-sd1,Smart-UPS SRT    1500,AS2319293076,SRT1500RMXLA-NC,APC,v2.0.0.6,10.28.230.23,GLCCD Wrightstown,76.25,Good,2023-05,2023-05,24.0,APCRBC155,APCRBC155,24.937340444032237,24.2,24.956892187091324,26.1,,2029-01-16,2029-01-16
RCCB-Wrightstown-UPS-sd2,Smart-UPS SRT    1500,AS2319293074,SRT1500RMXLA-NC,APC,v2.0.0.6,10.28.230.24,GLCCD Wrightstown,74.89,Good,2023-05,2023-05,24.0,APCRBC155,APCRBC155,30.216180325207024,28.6,30.0270813093899,31.6,,2027-12-24,2027-12-24
RH Office 10S Switches,Smart-UPS 2200,IS1147003100,SMT2200RM2U,APC,v6.2.1,10.20.7.11,RH Rosemont 10th Floor,20.16,Poor,2011-11,2022-08,24.481720430107604,,RBC43,29.413523226561836,28.6,29.17659381089763,30.5,"Replace UPS, Lower the battery temperature to 25 degrees C",2026-02-22,2026-03-15
RH Office 7S Switches,Smart-UPS 2200,AS1952161545,SMT2200RM2UNC,APC,v6.5.6,172.16.231.221,RH Rosemont 7th Floor,52.27,Average,2019-12,2022-11,22.82377622377632,,RBC43,23.75685581114931,22.7,23.543234884484118,25.3,,2027-01-12,2027-01-14
RH Office 8S Switches,Smart-UPS X 3000,AQ1415134243,,APC,v5.1.3,172.16.232.222,RH Rosemont 8th Floor,33.06,Average,2016-01,2022-09,28.203846153846182,,,18.8278435373361,17.5,18.738571148132536,20.5,Lower the battery temperature to 25 degrees C,2026-08-27,2027-08-26
RH-OFFICE-7N-SW1,Smart-UPS X 3000,AS2240154593,SMX3000LVNC,APC,v2.0.0.6,172.16.231.137,RH Rosemont 7th Floor,77.89,Good,2022-10,2024-04,25.667719298245547,APCRBC143,APCRBC143,20.082221756884113,15.1,19.808028179954267,20.8,Lower the battery temperature to 25 degrees C,2029-08-07,2029-12-20
Unknown,Smart-UPS X 3000,AS1303145957,,APC,v5.1.7,10.20.33.214,RBG Chesapeake-VA,,,,,22.38591549295775,,,,,,,,2026-12-24,2026-12-24
Unknown,Smart-UPS X 3000,IS1252000036,,APC,v5.1.7,10.48.19.166,RCCB Salinas,34.62,Average,2012-12,2017-12,20.309440559440564,,,0.10425764573130293,0.0,0.10890710879536382,1.8,"Replace UPS, Replace battery",,
Unknown,Smart-UPS X 3000,JS1113002683,,APC,v5.1.7,10.20.33.208,RBG Chesapeake-VA,,,,,22.853623188405823,,,,,,,,2028-05-13,2028-05-13
apc04A4AE,Smart-UPS 1500,AS1808134114,SMT1500NC,APC,v6.5.0,10.51.128.97,RBG West Sacramento,,,,,18.088721804511298,,RBC7,,,,,,,
apc0513B0,Smart-UPS 1500,AS1810143088,SMT1500RM2UNC,APC,v7.1.2,10.20.45.97,RBG Doral,40.89,Average,2018-03,2018-03,20.21408450704229,,APCRBC133,44.907167718581704,44.2,44.801499219549605,46.1,Replace battery,,
apc0555FD,Smart-UPS 1500,AS1811243324,SMT1500RM2UNC,APC,v7.1.2,10.20.44.117,RBG Doral,40.94,Average,2018-03,2018-03,20.200699300699334,,APCRBC133,31.262765106274387,30.0,31.128307111915863,32.6,Replace battery,,
apc0D92AA,Smart-UPS X 1500,AS1825167530,SMX1500RM2UNC,APC,v6.5.0,10.47.35.105,RCCB Benicia,40.7,Average,2018-06,2018-06,23.317192982456085,SMX48RMBP2U,APCRBC115,3.5156077540230948,3.2,3.506290313151599,3.6,Replace battery,,
apc0E5110,Smart-UPS 750,AS1828131643,SMT750RM2UNC,APC,v7.1.2,10.46.146.157,RBG Richmond-VA,25.62,Poor,2018-07,2018-07,27.041052631578978,,RBC123,41.822896614331675,35.1,41.69005187950891,43.0,"Replace battery, Lower the battery temperature to 25 degrees C",,
apc0E5A67,Smart-UPS 750,AS1828131641,SMT750RM2UNC,APC,v7.1.2,10.46.146.244,RBG Richmond-VA,36.1,Average,2018-07,2018-07,26.25209790209788,,RBC123,18.900000000000038,17.6,18.90477510557612,19.6,"Replace battery, Lower the battery temperature to 25 degrees C",,
apc0E5BF5,Smart-UPS 750,AS1828131640,SMT750RM2UNC,APC,v7.1.2,10.46.146.156,RBG Richmond-VA,40.87,Average,2018-07,2018-10,23.6276223776224,,RBC123,35.20210079637264,31.9,35.15992031869571,37.0,Replace battery,,
apc0E7187,Smart-UPS 750,AS1828140963,SMT750RM2UNC,APC,v7.1.2,10.46.114.68,RBG Santa Fe Springs,33.89,Average,2018-07,2018-07,27.112631578947394,,RBC123,28.13802622578291,24.0,28.005498193470842,29.2,"Replace battery, Lower the battery temperature to 25 degrees C",,
apc12AE3E,Smart-UPS 1500,AS1832234457,SMT1500RM2UNC,APC,v7.1.2,10.20.33.216,RBG Chesapeake-VA,,,,,19.562318840579685,,APCRBC133,,,,,,,
apc1919D3,Smart-UPS 750,AS1905243280,SMT750RM2UNC,APC,v7.1.2,10.51.34.164,RBG San Jose,42.94,Average,2019-01,2019-01,23.40982456140357,,RBC123,41.048023378520945,37.8,41.11387584330255,46.1,Replace battery,,
